frame,seconds,target_polarity,predicted_polarity,polarity_correct,effective_gate,nearest_anchor_seconds,teacher_error,teacher_iou,rollout_error,rollout_iou,memory_error,memory_iou,oracle_polarity_rollout_error
29,0.9666666666666667,0,0,1,0.19945526123046875,0.966666579246521,0.0,1.0,0.008600870768229166,0.49569956461588544,0.0,1.0,0.008600870768229166
30,1.0,0,0,1,0.19772857427597046,1.0,0.0,1.0,0.032918294270833336,0.4835408528645833,0.0,1.0,0.032918294270833336
31,1.0333333333333334,0,0,1,0.1946014016866684,1.0333333015441895,0.0,1.0,0.054316202799479164,0.47284189860026044,0.0,1.0,0.054316202799479164
32,1.0666666666666667,0,0,1,0.1781366765499115,1.066666603088379,0.0,1.0,0.09015909830729167,0.4549204508463542,0.0,1.0,0.09015909830729167
33,1.1,0,0,1,0.17437700927257538,1.100000023841858,0.0,1.0,0.10819498697916667,0.4459025065104167,0.0,1.0,0.10819498697916667
34,1.1333333333333333,0,0,1,0.16228948533535004,1.1333333253860474,0.0,1.0,0.11859130859375,0.440704345703125,0.0,1.0,0.11859130859375
35,1.1666666666666667,0,0,1,0.15581458806991577,1.1666666269302368,0.0,1.0,0.12886555989583334,0.4355672200520833,0.0,1.0,0.12886555989583334
36,1.2,0,0,1,0.15481603145599365,1.1999999284744263,0.0,1.0,0.13268534342447916,0.43365732828776044,0.0,1.0,0.13268534342447916
37,1.2333333333333334,0,0,1,0.1538301557302475,1.2333333492279053,0.0,1.0,0.13808695475260416,0.43095652262369794,0.0,1.0,0.13808695475260416
38,1.2666666666666666,0,0,1,0.1554127186536789,1.2666665315628052,0.0,1.0,0.14441426595052084,0.42779286702473956,0.0,1.0,0.14441426595052084
39,1.3,0,0,1,0.1580459326505661,1.2999999523162842,0.0,1.0,0.1526947021484375,0.42365264892578125,0.0,1.0,0.1526947021484375
40,1.3333333333333333,0,0,1,0.16516248881816864,1.3333332538604736,0.0,1.0,0.15665690104166666,0.4216715494791667,0.0,1.0,0.15665690104166666
41,1.3666666666666667,0,0,1,0.16763454675674438,1.3666666746139526,0.0,1.0,0.1584320068359375,0.42078399658203125,0.0,1.0,0.1584320068359375
42,1.4,0,0,1,0.17252659797668457,1.399999976158142,0.0,1.0,0.16153462727864584,0.41923268636067706,0.0,1.0,0.16153462727864584
43,1.4333333333333333,0,0,1,0.17067989706993103,1.433333158493042,0.0007883707682291666,0.49960581461588544,0.16474405924479166,0.4199442976152099,0.0007883707682291666,0.49960581461588544,0.16474405924479166
44,1.4666666666666666,0,0,1,0.17064838111400604,1.4666666984558105,0.023813883463541668,0.5040059742274362,0.14903767903645834,0.4940178270405166,0.02459716796875,0.487701416015625,0.14903767903645834
45,1.5,0,0,1,0.16977880895137787,1.4999998807907104,0.0221710205078125,0.7576679483800275,0.1299896240234375,0.5638552896461196,0.046702067057291664,0.4766489664713542,0.1299896240234375
46,1.5333333333333334,0,0,1,0.16187874972820282,1.5333333015441895,0.034383138020833336,0.7360538073222104,0.12000020345052083,0.5953786124014386,0.056416829427083336,0.4717915852864583,0.12000020345052083
47,1.5666666666666667,0,0,1,0.1530700922012329,1.5666664838790894,0.05145263671875,0.659923326374569,0.13067626953125,0.5621553598902275,0.054224650065104164,0.47288767496744794,0.13067626953125
48,1.6,0,0,1,0.15275788307189941,1.5999999046325684,0.052302042643229164,0.6586278223959989,0.1664886474609375,0.4811254975749581,0.058217366536458336,0.4708913167317708,0.1664886474609375
49,1.6333333333333333,0,0,1,0.14638540148735046,1.6333333253860474,0.09113057454427083,0.5341201219733991,0.11948140462239583,0.5865441762435307,0.06724039713541667,0.4666808222393326,0.11948140462239583
50,1.6666666666666667,0,0,1,0.14279966056346893,1.6666665077209473,0.11575826009114583,0.6182546605284787,0.09527587890625,0.7229574666577621,0.17798360188802084,0.41658568873394936,0.09527587890625
51,1.7,0,0,1,0.14177042245864868,1.7000000476837158,0.07298787434895833,0.8105718943577288,0.10688273111979167,0.7312430432331621,0.2501475016276042,0.3952744662997319,0.10688273111979167
52,1.7333333333333334,0,0,1,0.14048108458518982,1.7333333492279053,0.04876708984375,0.8863807660683027,0.17315165201822916,0.632010220830629,0.2939707438151042,0.39922765998846266,0.17315165201822916
53,1.7666666666666666,0,0,1,0.14041565358638763,1.7666666507720947,0.03314208984375,0.9257239967497101,0.21743265787760416,0.5760000666232354,0.2993876139322917,0.4446496908094164,0.21743265787760416
54,1.8,0,0,1,0.1425836980342865,1.7999998331069946,0.031260172526041664,0.929956049145213,0.2321624755859375,0.5583982663543224,0.295074462890625,0.496086208059463,0.2321624755859375
55,1.8333333333333333,0,0,1,0.13929325342178345,1.8333332538604736,0.035430908203125,0.9177831304226551,0.22487386067708334,0.5641359289936481,0.3170166015625,0.49809057202982365,0.22487386067708334
56,1.8666666666666667,0,0,1,0.13948115706443787,1.8666666746139526,0.037078857421875,0.9078350869840757,0.2075042724609375,0.5853399290323086,0.3905385335286458,0.42986712674014166,0.2075042724609375
57,1.9,0,0,1,0.14075857400894165,1.8999998569488525,0.035252888997395836,0.9038682201446753,0.19327290852864584,0.6036069177902887,0.4625040690104167,0.3618954301374868,0.19327290852864584
58,1.9333333333333333,0,0,1,0.13723115622997284,1.933333158493042,0.0308837890625,0.9071361867078868,0.19189961751302084,0.6055654584658394,0.4954884847005208,0.3313179484869656,0.19189961751302084
59,1.9666666666666666,0,0,1,0.13207770884037018,1.9666666984558105,0.02349853515625,0.9235449693243931,0.19788614908854166,0.5993149150944015,0.5094807942708334,0.318451072329444,0.19788614908854166
60,2.0,0,0,1,0.130815789103508,2.0,0.025202433268229168,0.9152903547584357,0.21236165364583334,0.579845591812383,0.5184377034505209,0.31011284060187944,0.21236165364583334
61,2.033333333333333,0,0,1,0.12928971648216248,2.0333333015441895,0.044011433919270836,0.8619078870368717,0.19504801432291666,0.6175782298023097,0.4996846516927083,0.3283638478878975,0.19504801432291666
62,2.066666666666667,0,0,1,0.12626761198043823,2.0,0.04888916015625,0.8612542579699465,0.17069498697916666,0.6681783716935806,0.4690653483072917,0.35842394589363136,0.17069498697916666
63,2.1,0,0,1,0.12510982155799866,1.9666664600372314,0.04681396484375,0.8777678679934945,0.1597747802734375,0.6947811953712058,0.4428914388020833,0.3845509918757579,0.1597747802734375
64,2.1333333333333333,0,0,1,0.12080785632133484,1.933333158493042,0.048543294270833336,0.8817775221982782,0.14508056640625,0.7244701696503488,0.4174143473307292,0.4104090119665378,0.14508056640625
65,2.1666666666666665,0,0,1,0.11641237139701843,1.8999998569488525,0.045130411783854164,0.8950794497146027,0.13675435384114584,0.7434016997091792,0.3959147135416667,0.4326109245876536,0.13675435384114584
66,2.2,0,0,1,0.11274147033691406,1.8666664361953735,0.038843790690104164,0.9125390748242568,0.1396942138671875,0.7437274815076025,0.3741505940755208,0.4554445550076415,0.1396942138671875
67,2.2333333333333334,0,0,1,0.1144641861319542,1.8333332538604736,0.0381317138671875,0.9167613737265317,0.15267435709635416,0.7279143921196966,0.3570454915364583,0.47369624352599204,0.15267435709635416
68,2.2666666666666666,0,0,1,0.11849725246429443,1.7999998331069946,0.0363311767578125,0.9223561362380086,0.168060302734375,0.7080441304721439,0.3419901529947917,0.48999029990123866,0.168060302734375
69,2.3,0,0,1,0.12324561178684235,1.7666666507720947,0.034413655598958336,0.9277720849927272,0.1611785888671875,0.7196735251106208,0.3263092041015625,0.5072176916961746,0.1611785888671875
70,2.3333333333333335,0,0,1,0.1273127645254135,1.7333331108093262,0.033452351888020836,0.9308844687815361,0.15228271484375,0.733859793833262,0.3114471435546875,0.5238027221120977,0.15228271484375
71,2.3666666666666667,0,0,1,0.13208049535751343,1.6999999284744263,0.032623291015625,0.933554681714502,0.14330546061197916,0.7479017334454019,0.2970174153645833,0.5401599511216413,0.14330546061197916
72,2.4,0,0,1,0.13729076087474823,1.6666665077209473,0.031031290690104168,0.9374398593940132,0.1343994140625,0.7620990573890807,0.28369140625,0.5555099705890769,0.1343994140625
73,2.433333333333333,0,0,1,0.14546287059783936,1.6333330869674683,0.027414957682291668,0.9450748464287757,0.13422139485677084,0.7628135232846511,0.2721964518229167,0.5689019680370255,0.13422139485677084
74,2.466666666666667,0,0,1,0.1507604718208313,1.5999999046325684,0.0248565673828125,0.9504706630875883,0.15692138671875,0.728546743286491,0.2626698811848958,0.5799646743207634,0.15692138671875
75,2.5,0,0,1,0.15282344818115234,1.5666664838790894,0.022054036458333332,0.9562397850419951,0.19096883138020834,0.6793029950231124,0.2527008056640625,0.5916291812293439,0.19096883138020834
76,2.533333333333333,0,0,1,0.1562449336051941,1.5333333015441895,0.0271148681640625,0.9467833252328444,0.22266133626302084,0.635513773519513,0.2423553466796875,0.6038295851401747,0.22266133626302084
77,2.566666666666667,0,0,1,0.1436099410057068,1.499999761581421,0.033528645833333336,0.934937231123711,0.22650146484375,0.6295624775979134,0.22765604654947916,0.6214744478517131,0.22650146484375
78,2.6,0,0,1,0.13793081045150757,1.466666579246521,0.025146484375,0.9509324088577875,0.2107391357421875,0.6499619069507896,0.2128143310546875,0.6398223839116424,0.2107391357421875
79,2.6333333333333333,0,0,1,0.1316407471895218,1.433333158493042,0.0228271484375,0.9553495517786452,0.18123881022135416,0.6913787535474816,0.1973876953125,0.6601375154604612,0.18123881022135416
80,2.6666666666666665,0,0,1,0.12667687237262726,1.399999976158142,0.02423095703125,0.9526139979319086,0.15383402506510416,0.7319071893157152,0.183380126953125,0.6793796602844454,0.15383402506510416
81,2.7,0,0,1,0.12358376383781433,1.366666555404663,0.03240966796875,0.9370033827813975,0.136810302734375,0.7580521011379198,0.1774749755859375,0.6868578154205789,0.136810302734375
82,2.7333333333333334,0,0,1,0.12341690063476562,1.3333332538604736,0.038828531901041664,0.9247952552963501,0.11993916829427083,0.7846815966973736,0.173828125,0.6912843026141211,0.11993916829427083
83,2.7666666666666666,0,0,1,0.12369883060455322,1.2999999523162842,0.042083740234375,0.9185337456938061,0.1097564697265625,0.8010841722790296,0.17049153645833334,0.695519988004571,0.1097564697265625
84,2.8,0,0,1,0.12167658656835556,1.2666664123535156,0.039906819661458336,0.9224086863875456,0.10748291015625,0.8048054841939194,0.1661529541015625,0.7014216815811384,0.10748291015625
85,2.8333333333333335,0,0,1,0.11877580732107162,1.2333332300186157,0.033228556315104164,0.9348376078565324,0.105712890625,0.8077303579986963,0.1601715087890625,0.7100248896536421,0.105712890625
86,2.8666666666666667,0,0,1,0.1187279224395752,1.1999999284744263,0.026051839192708332,0.9484679424385112,0.10174560546875,0.8143671958201981,0.15323384602864584,0.7205272260678661,0.10174560546875
87,2.9,0,0,1,0.11905185878276825,1.1666666269302368,0.023406982421875,0.9535409043106046,0.09357706705729167,0.8278491913967495,0.14637247721354166,0.7310750269158491,0.09357706705729167
88,2.933333333333333,0,0,1,0.11802669614553452,1.1333332061767578,0.022725423177083332,0.9548217491498978,0.0838470458984375,0.8439783258750497,0.14160664876302084,0.7384584088104028,0.0838470458984375
89,2.966666666666667,0,0,1,0.11737199872732162,1.0999999046325684,0.024322509765625,0.9516834122111499,0.075897216796875,0.857248464577659,0.13763427734375,0.7445434980735265,0.075897216796875
90,3.0,0,0,1,0.1149182915687561,1.066666603088379,0.025182088216145832,0.9499178179918011,0.066864013671875,0.8724751761693245,0.13396199544270834,0.749952548017389,0.066864013671875
91,3.033333333333333,0,0,1,0.11243325471878052,1.0333331823349,0.022577921549479168,0.9548560541002282,0.0584564208984375,0.8866917644125037,0.130218505859375,0.7554102836312697,0.0584564208984375
92,3.066666666666667,0,0,1,0.10857435315847397,0.9999998807907104,0.019983927408854168,0.9598006115296184,0.061909993489583336,0.8798228818378319,0.12869771321614584,0.7573837180290839,0.061909993489583336
93,3.1,0,0,1,0.10436930507421494,0.966666579246521,0.019917805989583332,0.9598274048885237,0.066009521484375,0.8718897465466964,0.1318511962890625,0.7518110805327665,0.066009521484375
94,3.1333333333333333,0,0,1,0.10228520631790161,0.9333333373069763,0.018575032552083332,0.9623937594404368,0.07136027018229167,0.8617927008983777,0.13988240559895834,0.7383163552893721,0.07136027018229167
95,3.1666666666666665,0,0,1,0.10016171634197235,0.8999998569488525,0.016565958658854168,0.966281918952195,0.07758585611979167,0.850094731592743,0.15060933430989584,0.7205039991635869,0.07758585611979167
96,3.2,0,0,1,0.10145574063062668,0.8666665554046631,0.01611328125,0.9670277674205529,0.07924397786458333,0.8467835432332105,0.16208394368489584,0.7016670204623725,0.07924397786458333
97,3.2333333333333334,0,0,1,0.10227452218532562,0.8333332538604736,0.015691121419270832,0.9677006722473183,0.0772857666015625,0.8500015449761716,0.173980712890625,0.6825089251865175,0.0772857666015625
98,3.2666666666666666,0,0,1,0.10658590495586395,0.7999998331069946,0.014287312825520834,0.970380452333369,0.07640584309895833,0.8512874702369957,0.18584187825520834,0.6637396757719098,0.07640584309895833
99,3.3,0,0,1,0.1099618524312973,0.7666665315628052,0.0135498046875,0.9717209733164682,0.0745849609375,0.8541142592204081,0.19753011067708334,0.645543801891306,0.0745849609375
100,3.3333333333333335,0,0,1,0.11563761532306671,0.7333332896232605,0.0117645263671875,0.9752505663719463,0.07527669270833333,0.8524939978440309,0.20769755045572916,0.6298651503575228,0.07527669270833333
101,3.3666666666666667,0,0,1,0.11937741935253143,0.699999988079071,0.010289510091145834,0.9781873348325123,0.07381693522135417,0.8546827875215,0.21512349446614584,0.6184124079624174,0.07381693522135417
102,3.4,0,0,1,0.12513497471809387,0.666666567325592,0.011205037434895834,0.976149860664407,0.0726318359375,0.8564701863020199,0.22064208984375,0.6098678839193665,0.0726318359375
103,3.433333333333333,0,0,1,0.129174143075943,0.6333332061767578,0.013163248697916666,0.9718998376629254,0.06760152180989583,0.8652221790588075,0.22225443522135416,0.6068167380514278,0.06760152180989583
104,3.466666666666667,0,0,1,0.1339452862739563,0.599999725818634,0.01031494140625,0.9777915685977305,0.062383015950520836,0.8744644434092688,0.21909586588541666,0.6103192467475922,0.062383015950520836
105,3.5,0,0,1,0.1374783217906952,0.5666666626930237,0.0111541748046875,0.975883824699651,0.0547027587890625,0.8884550477920496,0.2107086181640625,0.6214063996570349,0.0547027587890625
106,3.533333333333333,0,0,1,0.1398758739233017,0.5333331823348999,0.014200846354166666,0.9692314452747117,0.049443562825520836,0.8980462260584419,0.19977823893229166,0.6362948911373039,0.049443562825520836
107,3.566666666666667,0,0,1,0.1399010568857193,0.4999997317790985,0.0196533203125,0.9573633917943662,0.049245198567708336,0.8976220666235271,0.187774658203125,0.6527090993274192,0.049245198567708336
108,3.6,0,0,1,0.13990674912929535,0.46666666865348816,0.0249786376953125,0.9456908236008637,0.057057698567708336,0.8811978325896095,0.17230733235677084,0.6752112085884383,0.057057698567708336
109,3.6333333333333333,0,0,1,0.13934779167175293,0.4333331882953644,0.025873819986979168,0.9434229553101202,0.06694539388020833,0.8608144337395466,0.15593973795572916,0.700348046661799,0.06694539388020833
110,3.6666666666666665,0,0,1,0.14062373340129852,0.40000012516975403,0.0242156982421875,0.9467579929742937,0.07552083333333333,0.8434032495108059,0.14147440592447916,0.7237677754061769,0.07552083333333333
111,3.7,0,0,1,0.14327941834926605,0.36666664481163025,0.021677652994791668,0.9521922645051444,0.08378092447916667,0.8266595258912984,0.12825520833333334,0.7459820366894541,0.08378092447916667
112,3.7333333333333334,0,0,1,0.14927923679351807,0.3333331346511841,0.018458048502604168,0.9591700453071508,0.0894622802734375,0.8149961040233256,0.11535135904947917,0.7683880068518251,0.0894622802734375
113,3.7666666666666666,0,0,1,0.1557970643043518,0.3000001013278961,0.0185546875,0.9589761402449282,0.09405517578125,0.8054507676559414,0.10143534342447917,0.7931506983258491,0.09405517578125
114,3.8,0,0,1,0.1637212634086609,0.26666659116744995,0.018010457356770832,0.9601517085466926,0.09561665852864583,0.8017343202548932,0.08948771158854167,0.8149678325292261,0.09561665852864583
115,3.8333333333333335,0,0,1,0.17087560892105103,0.23333312571048737,0.017822265625,0.9604765501979445,0.0915679931640625,0.8086363799959038,0.0777587890625,0.8366936786420616,0.0915679931640625
116,3.8666666666666667,0,0,1,0.17841503024101257,0.20000006258487701,0.017913818359375,0.9600335830328669,0.083251953125,0.8238916272733054,0.0669403076171875,0.857085529107983,0.083251953125
117,3.9,0,0,1,0.18476586043834686,0.16666656732559204,0.016199747721354168,0.9634778174504717,0.07634480794270833,0.8363915846838014,0.059010823567708336,0.8722690597662897,0.07634480794270833
118,3.933333333333333,0,0,1,0.19114701449871063,0.13333310186862946,0.012959798177083334,0.9704510550234204,0.06942240397135417,0.8497197245361962,0.049387613932291664,0.8915289232040098,0.06942240397135417
119,3.966666666666667,0,0,1,0.19677826762199402,0.10000003129243851,0.012430826822916666,0.9715022421104287,0.06260172526041667,0.8629213957182951,0.038157145182291664,0.9148676796280321,0.06260172526041667
120,4.0,0,0,1,0.2001497447490692,0.06666655093431473,0.011973063151041666,0.9724545456542958,0.0537261962890625,0.8806520230206647,0.026560465494791668,0.9397682152458178,0.0537261962890625
121,4.033333333333333,0,0,1,0.2016642540693283,0.03333307057619095,0.012156168619791666,0.9719690814747372,0.038640340169270836,0.9122759888997021,0.013982137044270834,0.9677199770573472,0.038640340169270836
122,4.066666666666666,0,0,1,0.20147955417633057,0.0,0.012542724609375,0.9709978928936845,0.030537923177083332,0.9298609395012052,0.0024363199869791665,0.9942789919301249,0.030537923177083332
123,4.1,0,0,1,0.1995818316936493,0.03333348035812378,0.013743082682291666,0.9681439382278343,0.037180582682291664,0.9152401416255576,0.013682047526041666,0.9682779301557758,0.037180582682291664
124,4.133333333333334,0,0,1,0.19639691710472107,0.06666655093431473,0.012791951497395834,0.9701626706050523,0.044713338216145836,0.8987819835142659,0.023900349934895832,0.9451481662007603,0.044713338216145836
125,4.166666666666667,0,0,1,0.19291691482067108,0.10000003129243851,0.0120391845703125,0.9716972467468459,0.052403767903645836,0.8821848713438925,0.0329742431640625,0.9249835793765329,0.052403767903645836
126,4.2,0,0,1,0.19082199037075043,0.1333335041999817,0.010716756184895834,0.9745872813022245,0.059534708658854164,0.8669725587716437,0.0406341552734375,0.9082048380388656,0.059534708658854164
127,4.233333333333333,0,0,1,0.19035834074020386,0.16666656732559204,0.008427937825520834,0.979846457507408,0.06406656901041667,0.8573809629604368,0.045415242513020836,0.8978746858007015,0.06406656901041667
128,4.266666666666667,0,0,1,0.19244562089443207,0.20000006258487701,0.008931477864583334,0.9785658250274175,0.06540934244791667,0.8542230618118123,0.04742431640625,0.8934048478570884,0.06540934244791667
129,4.3,0,0,1,0.19649085402488708,0.2333335429430008,0.013758341471354166,0.9669475452944888,0.06489054361979167,0.8544710767173278,0.050465901692708336,0.8864840246324713,0.06489054361979167
130,4.333333333333333,0,0,1,0.20189762115478516,0.26666659116744995,0.0114288330078125,0.972134154218256,0.06374613444010417,0.8558989111046585,0.053461710611979164,0.8795673082318882,0.06374613444010417
131,4.366666666666666,0,0,1,0.20766043663024902,0.3000001013278961,0.008092244466145834,0.9799954841954873,0.060094197591145836,0.8630247041334349,0.0511322021484375,0.8842094705769759,0.060094197591145836
132,4.4,0,0,1,0.21274398267269135,0.3333335518836975,0.0112457275390625,0.9721985750059101,0.0559539794921875,0.8713567254817067,0.0484771728515625,0.8896439964952227,0.0559539794921875
133,4.433333333333334,0,0,1,0.21620136499404907,0.36666664481163025,0.015492757161458334,0.9617637078090461,0.052541097005208336,0.8781004709128536,0.048309326171875,0.8897101137599441,0.052541097005208336
134,4.466666666666667,0,0,1,0.21763992309570312,0.40000012516975403,0.018564860026041668,0.9541682194784412,0.049631754557291664,0.883932132618132,0.049219767252604164,0.8876049898455461,0.049631754557291664
135,4.5,0,0,1,0.21660226583480835,0.4333331882953644,0.0191192626953125,0.9526760101042653,0.046869913736979164,0.8894526574712671,0.0526580810546875,0.8800992775906087,0.046869913736979164
136,4.533333333333333,0,0,1,0.213057279586792,0.46666666865348816,0.018992106119791668,0.9528307663917027,0.0473175048828125,0.8879553566050142,0.0579681396484375,0.8687906472268172,0.0473175048828125
137,4.566666666666666,0,0,1,0.20716387033462524,0.5000001192092896,0.017339070638020832,0.9567153682915831,0.049290974934895836,0.8829234919935794,0.06444803873697917,0.8552325669297165,0.049290974934895836
138,4.6,0,0,1,0.1994098722934723,0.5333331823348999,0.016169230143229168,0.9594668203666246,0.049163818359375,0.8822590062417166,0.070404052734375,0.8429889899123051,0.049163818359375
139,4.633333333333334,0,0,1,0.19053757190704346,0.5666666626930237,0.015960693359375,0.9599115854559335,0.0491943359375,0.8808919224201027,0.07660929361979167,0.8304097876450185,0.0491943359375
140,4.666666666666667,0,0,1,0.1816398799419403,0.6000002026557922,0.016153971354166668,0.9593728766933276,0.048670450846354164,0.8809824725606166,0.08358256022135417,0.8165158656988253,0.048670450846354164
141,4.7,0,0,1,0.17369848489761353,0.6333332061767578,0.017120361328125,0.9569290025137536,0.047170003255208336,0.8836493201289324,0.09167989095052083,0.8005755391047156,0.047170003255208336
142,4.733333333333333,0,0,1,0.16739235818386078,0.6666667461395264,0.017862955729166668,0.9549059491936163,0.044911702473958336,0.8884052148627186,0.10094197591145833,0.7825540328414053,0.044911702473958336
143,4.766666666666667,0,0,1,0.16273677349090576,0.7000001668930054,0.015803019205729168,0.9597590836925302,0.043268839518229164,0.8920952126738746,0.10950215657552083,0.7662103632385511,0.043268839518229164
144,4.8,0,0,1,0.15935908257961273,0.7333332896232605,0.0133056640625,0.9658762393160558,0.041051228841145836,0.897529068810669,0.11581929524739583,0.7546256451634796,0.041051228841145836
145,4.833333333333333,0,0,1,0.1568048596382141,0.7666667103767395,0.012603759765625,0.9676979622077491,0.038889567057291664,0.9031968672318473,0.120758056640625,0.7459843475988346,0.038889567057291664
146,4.866666666666666,0,0,1,0.1547374427318573,0.8000002503395081,0.011388142903645834,0.9708696301024075,0.038665771484375,0.9040876761608061,0.12602742513020834,0.7367538359893351,0.038665771484375
147,4.9,0,0,1,0.15291842818260193,0.8333332538604736,0.010721842447916666,0.9725526138254017,0.039525349934895836,0.9020218792779353,0.13266499837239584,0.7249257935998743,0.039525349934895836
148,4.933333333333334,0,0,1,0.15101394057273865,0.8666667938232422,0.0104217529296875,0.9732374710258423,0.040822347005208336,0.8987696117800199,0.1397247314453125,0.7124886125382701,0.040822347005208336
149,4.966666666666667,0,0,1,0.14873507618904114,0.8999998569488525,0.010854085286458334,0.9720378038852442,0.042704264322916664,0.8936086779741099,0.14658101399739584,0.7004767636517726,0.042704264322916664
150,5.0,0,0,1,0.14601248502731323,0.9333333373069763,0.010447184244791666,0.9729751772393769,0.04364013671875,0.8903548194859481,0.15340677897135416,0.6886341677549155,0.04364013671875
151,5.033333333333333,0,0,1,0.14282181859016418,0.9666668176651001,0.010014851888020834,0.9739774992735355,0.0462188720703125,0.8829290179110886,0.16004435221354166,0.6772368516464558,0.0462188720703125
152,5.066666666666666,0,0,1,0.13914725184440613,0.9999998807907104,0.009256998697916666,0.9758134081033907,0.049224853515625,0.8742796589542299,0.1671905517578125,0.6651105521775762,0.049224853515625
153,5.1,0,0,1,0.13502594828605652,1.0333333015441895,0.007893880208333334,0.9792333353595661,0.049265543619791664,0.8730487610503356,0.17300923665364584,0.655287302845645,0.049265543619791664
154,5.133333333333334,0,0,1,0.13048407435417175,1.066666841506958,0.007822672526041666,0.9793093915625651,0.046315511067708336,0.8794496996167908,0.17796834309895834,0.6468469503799592,0.046315511067708336
155,5.166666666666667,0,0,1,0.12643860280513763,1.0999999046325684,0.0089111328125,0.9763109364232476,0.0418701171875,0.889934058881725,0.1816558837890625,0.6401311763293933,0.0418701171875
156,5.2,0,0,1,0.12415549159049988,1.1333333253860474,0.006078084309895833,0.9836358053801003,0.038686116536458336,0.8976800524677756,0.18155924479166666,0.6395224794910433,0.038686116536458336
157,5.233333333333333,0,0,1,0.12420084327459335,1.1666667461395264,0.006373087565104167,0.9827834560489996,0.037043253580729164,0.9021503800792248,0.17680867513020834,0.6469965276935407,0.037043253580729164
158,5.266666666666667,0,0,1,0.12654249370098114,1.1999999284744263,0.010065714518229166,0.9729835923099496,0.037633260091145836,0.9012536205652226,0.1692352294921875,0.6590852298830943,0.037633260091145836
159,5.3,0,0,1,0.13075825572013855,1.2333334684371948,0.013829549153645834,0.9630729454695974,0.039098103841145836,0.8982281797320955,0.16132100423177084,0.6718676505359776,0.039098103841145836
